,distance,time,geometry,clock_time,From,To
0,2856,570,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T17:00:00,03 pertigaan ramanda arah depok mall,"07 dewi sartika, perlimaan, lajur lama"
0,2856,560,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T18:00:00,03 pertigaan ramanda arah depok mall,"07 dewi sartika, perlimaan, lajur lama"
0,2856,552,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T19:00:00,03 pertigaan ramanda arah depok mall,"07 dewi sartika, perlimaan, lajur lama"
0,2858,471,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136024 -6.3990719, 106.8136024 -6.3990719)",2019-02-06T07:00:00,03 pertigaan ramanda arah depok mall,"08 dewi sartika, perlimaan, lajur baru"
0,2858,496,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136024 -6.3990719, 106.8136024 -6.3990719)",2019-02-06T08:00:00,03 pertigaan ramanda arah depok mall,"08 dewi sartika, perlimaan, lajur baru"
0,2858,513,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136024 -6.3990719, 106.8136024 -6.3990719)",2019-02-06T09:00:00,03 pertigaan ramanda arah depok mall,"08 dewi sartika, perlimaan, lajur baru"
0,2858,571,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136024 -6.3990719, 106.8136024 -6.3990719)",2019-02-06T17:00:00,03 pertigaan ramanda arah depok mall,"08 dewi sartika, perlimaan, lajur baru"
0,2858,561,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136024 -6.3990719, 106.8136024 -6.3990719)",2019-02-06T18:00:00,03 pertigaan ramanda arah depok mall,"08 dewi sartika, perlimaan, lajur baru"
0,2858,553,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8254864 -6.3900948, 106.8248856 -6.3901055, 106.8248856 -6.3901055, 106.8231905 -6.3901484, 106.8223643 -6.3901484, 106.8218601 -6.3901055, 106.8215275 -6.3900518, 106.8211627 -6.3899446, 106.8208623 -6.3898265, 106.8201649 -6.3895047, 106.8195426 -6.3891828, 106.818856 -6.388936, 106.8182874 -6.3888288, 106.818105 -6.3888073, 106.817708 -6.3887966, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8136525 -6.3983023, 106.8135345 -6.398828, 106.8134487 -6.3990104, 106.8134487 -6.3990104, 106.8136024 -6.3990719, 106.8136024 -6.3990719)",2019-02-06T19:00:00,03 pertigaan ramanda arah depok mall,"08 dewi sartika, perlimaan, lajur baru"
0,1737,302,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8249285 -6.3912749, 106.824789 -6.3915646, 106.8246925 -6.3918114, 106.8242741 -6.3926053, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T07:00:00,03 pertigaan ramanda arah depok mall,"09 jln kartini - dewi sartika, arah margonda"
0,1737,314,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8249285 -6.3912749, 106.824789 -6.3915646, 106.8246925 -6.3918114, 106.8242741 -6.3926053, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T08:00:00,03 pertigaan ramanda arah depok mall,"09 jln kartini - dewi sartika, arah margonda"
0,1737,329,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8249285 -6.3912749, 106.824789 -6.3915646, 106.8246925 -6.3918114, 106.8242741 -6.3926053, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T09:00:00,03 pertigaan ramanda arah depok mall,"09 jln kartini - dewi sartika, arah margonda"
0,1758,435,"LINESTRING (106.8257852 -6.3893984, 106.826055 -6.3889253, 106.826055 -6.3889253, 106.8261194 -6.3889468, 106.8261194 -6.3889468, 106.8263018 -6.3886356, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8266666 -6.3882816, 106.8266666 -6.3882816, 106.8264091 -6.3886356, 106.8261945 -6.3889682, 106.8257117 -6.3899875, 106.8256688 -6.3900197, 106.8255293 -6.3900197, 106.8255293 -6.3900197, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8253362 -6.3905454, 106.8253684 -6.3906848, 106.8249285 -6.3914895, 106.8245316 -6.3923049, 106.8243706 -6.3926053, 106.8238986 -6.3933778, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T17:00:00,03 pertigaan ramanda arah depok mall,"09 jln kartini - dewi sartika, arah margonda"
0,1758,436,"LINESTRING (106.8257852 -6.3893984, 106.826055 -6.3889253, 106.826055 -6.3889253, 106.8261194 -6.3889468, 106.8261194 -6.3889468, 106.8263018 -6.3886356, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8266666 -6.3882816, 106.8266666 -6.3882816, 106.8264091 -6.3886356, 106.8261945 -6.3889682, 106.8257117 -6.3899875, 106.8256688 -6.3900197, 106.8255293 -6.3900197, 106.8255293 -6.3900197, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8253362 -6.3905454, 106.8253684 -6.3906848, 106.8249285 -6.3914895, 106.8245316 -6.3923049, 106.8243706 -6.3926053, 106.8238986 -6.3933778, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T18:00:00,03 pertigaan ramanda arah depok mall,"09 jln kartini - dewi sartika, arah margonda"
0,1758,427,"LINESTRING (106.8257852 -6.3893984, 106.826055 -6.3889253, 106.826055 -6.3889253, 106.8261194 -6.3889468, 106.8261194 -6.3889468, 106.8263018 -6.3886356, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8266666 -6.3882816, 106.8266666 -6.3882816, 106.8264091 -6.3886356, 106.8261945 -6.3889682, 106.8257117 -6.3899875, 106.8256688 -6.3900197, 106.8255293 -6.3900197, 106.8255293 -6.3900197, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8253362 -6.3905454, 106.8253684 -6.3906848, 106.8249285 -6.3914895, 106.8245316 -6.3923049, 106.8243706 -6.3926053, 106.8238986 -6.3933778, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T19:00:00,03 pertigaan ramanda arah depok mall,"09 jln kartini - dewi sartika, arah margonda"
0,1732,301,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8249285 -6.3912749, 106.824789 -6.3915646, 106.8246925 -6.3918114, 106.8242741 -6.3926053, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190661 -6.3998972, 106.8190661 -6.3998972)",2019-02-06T07:00:00,03 pertigaan ramanda arah depok mall,"10 jln kartini - dewi sartika, arah citayam"
0,1732,313,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8249285 -6.3912749, 106.824789 -6.3915646, 106.8246925 -6.3918114, 106.8242741 -6.3926053, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190661 -6.3998972, 106.8190661 -6.3998972)",2019-02-06T08:00:00,03 pertigaan ramanda arah depok mall,"10 jln kartini - dewi sartika, arah citayam"
0,1732,328,"LINESTRING (106.8257852 -6.3893984, 106.8262589 -6.3885605, 106.8265164 -6.3881743, 106.8265164 -6.3881743, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8262053 -6.3887858, 106.8256795 -6.3897729, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8249285 -6.3912749, 106.824789 -6.3915646, 106.8246925 -6.3918114, 106.8242741 -6.3926053, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190661 -6.3998972, 106.8190661 -6.3998972)",2019-02-06T09:00:00,03 pertigaan ramanda arah depok mall,"10 jln kartini - dewi sartika, arah citayam"
0,1753,434,"LINESTRING (106.8257852 -6.3893984, 106.826055 -6.3889253, 106.826055 -6.3889253, 106.8261194 -6.3889468, 106.8261194 -6.3889468, 106.8263018 -6.3886356, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8266666 -6.3882816, 106.8266666 -6.3882816, 106.8264091 -6.3886356, 106.8261945 -6.3889682, 106.8257117 -6.3899875, 106.8256688 -6.3900197, 106.8255293 -6.3900197, 106.8255293 -6.3900197, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8253362 -6.3905454, 106.8253684 -6.3906848, 106.8249285 -6.3914895, 106.8245316 -6.3923049, 106.8243706 -6.3926053, 106.8238986 -6.3933778, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190661 -6.3998972, 106.8190661 -6.3998972)",2019-02-06T17:00:00,03 pertigaan ramanda arah depok mall,"10 jln kartini - dewi sartika, arah citayam"
0,1753,435,"LINESTRING (106.8257852 -6.3893984, 106.826055 -6.3889253, 106.826055 -6.3889253, 106.8261194 -6.3889468, 106.8261194 -6.3889468, 106.8263018 -6.3886356, 106.8265915 -6.3882172, 106.8265915 -6.3882172, 106.8266666 -6.3882816, 106.8266666 -6.3882816, 106.8264091 -6.3886356, 106.8261945 -6.3889682, 106.8257117 -6.3899875, 106.8256688 -6.3900197, 106.8255293 -6.3900197, 106.8255293 -6.3900197, 106.8254864 -6.3900948, 106.8253362 -6.3905454, 106.8253362 -6.3905454, 106.8253684 -6.3906848, 106.8249285 -6.3914895, 106.8245316 -6.3923049, 106.8243706 -6.3926053, 106.8238986 -6.3933778, 106.8238127 -6.39341, 106.8236411 -6.3937855, 106.8234694 -6.394043, 106.8234694 -6.394043, 106.8234372 -6.3940859, 106.8234372 -6.3940859, 106.8233299 -6.3942468, 106.8228149 -6.3946867, 106.8218601 -6.3955772, 106.8216133 -6.3958776, 106.8214095 -6.3961565, 106.8208408 -6.3973153, 106.8201649 -6.3985813, 106.8198216 -6.3991499, 106.8198216 -6.3991499, 106.8194997 -6.3994932, 106.8190661 -6.3998972, 106.8190661 -6.3998972)",2019-02-06T18:00:00,03 pertigaan ramanda arah depok mall,"10 jln kartini - dewi sartika, arah citayam"
