,distance,time,geometry,clock_time,From,To
0,2464,460,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.81656 -6.3997078, 106.81656 -6.3997078, 106.8165493 -6.3993323, 106.8165708 -6.3992894, 106.8170857 -6.3992679, 106.8170857 -6.3992679, 106.8173218 -6.398946, 106.8175256 -6.3986242, 106.8176436 -6.3979053, 106.8178797 -6.3972831, 106.8180513 -6.3967788, 106.8180728 -6.3966715, 106.818105 -6.3962317, 106.8181908 -6.3959205, 106.8182874 -6.3951051, 106.8182766 -6.3948262, 106.8182766 -6.3948262, 106.8175256 -6.3948154, 106.8173647 -6.394794, 106.8173325 -6.3947511, 106.8173325 -6.3939142, 106.8172681 -6.3933992, 106.8172681 -6.3932598, 106.8173003 -6.3931203, 106.8173862 -6.3923156, 106.8174613 -6.3920689, 106.8174613 -6.3920689, 106.8175471 -6.3916612, 106.8176436 -6.3909316, 106.8176436 -6.3907278, 106.8174613 -6.3899553, 106.8171179 -6.389612, 106.8170965 -6.3895476, 106.817075 -6.3888395, 106.817075 -6.3888395, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146418 -6.3923552, 106.8146418 -6.3923552)",2019-02-06T18:00:00,"08 dewi sartika, perlimaan, lajur baru",04 pasar baru jln nusantara
0,2464,456,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.81656 -6.3997078, 106.81656 -6.3997078, 106.8165493 -6.3993323, 106.8165708 -6.3992894, 106.8170857 -6.3992679, 106.8170857 -6.3992679, 106.8173218 -6.398946, 106.8175256 -6.3986242, 106.8176436 -6.3979053, 106.8178797 -6.3972831, 106.8180513 -6.3967788, 106.8180728 -6.3966715, 106.818105 -6.3962317, 106.8181908 -6.3959205, 106.8182874 -6.3951051, 106.8182766 -6.3948262, 106.8182766 -6.3948262, 106.8175256 -6.3948154, 106.8173647 -6.394794, 106.8173325 -6.3947511, 106.8173325 -6.3939142, 106.8172681 -6.3933992, 106.8172681 -6.3932598, 106.8173003 -6.3931203, 106.8173862 -6.3923156, 106.8174613 -6.3920689, 106.8174613 -6.3920689, 106.8175471 -6.3916612, 106.8176436 -6.3909316, 106.8176436 -6.3907278, 106.8174613 -6.3899553, 106.8171179 -6.389612, 106.8170965 -6.3895476, 106.817075 -6.3888395, 106.817075 -6.3888395, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146418 -6.3923552, 106.8146418 -6.3923552)",2019-02-06T19:00:00,"08 dewi sartika, perlimaan, lajur baru",04 pasar baru jln nusantara
0,2203,446,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8172467 -6.3997293, 106.8172467 -6.3997293, 106.8172252 -6.4002335, 106.8171501 -6.4005554, 106.8171823 -6.400609, 106.817354 -6.4006305, 106.8173862 -6.4006627, 106.8173862 -6.4007163, 106.8172574 -6.401639, 106.8172574 -6.4020681, 106.8172252 -6.4023793, 106.8170643 -6.4035273, 106.8170106 -6.4038062, 106.8169892 -6.4038599, 106.8168926 -6.4038813, 106.8162167 -6.4037526, 106.8162167 -6.4037526, 106.8160343 -6.4053404, 106.8160343 -6.4053404, 106.8146074 -6.4049649, 106.8144143 -6.4048898, 106.8137169 -6.4048684, 106.8136847 -6.4048362, 106.8136847 -6.4047289, 106.8136847 -6.4047289, 106.813674 -6.4046431, 106.8136847 -6.403935, 106.8137276 -6.4039028, 106.81391 -6.4038813, 106.81391 -6.4038813, 106.8138993 -6.4033878, 106.8136954 -6.4031625, 106.8136954 -6.4031625, 106.8137169 -6.3999331, 106.8137169 -6.3999331, 106.8134916 -6.3999331, 106.8133414 -6.3999116, 106.8133414 -6.3999116, 106.8133199 -6.3998687, 106.8132019 -6.3993645, 106.8132019 -6.3993645, 106.8132448 -6.399225, 106.8132341 -6.399107, 106.8132341 -6.399107, 106.8130946 -6.3991499, 106.8129981 -6.3991499, 106.8127089 -6.3990678, 106.8127089 -6.3990678)",2019-02-06T07:00:00,"08 dewi sartika, perlimaan, lajur baru",05 jln raya sawangan
0,2203,451,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8172467 -6.3997293, 106.8172467 -6.3997293, 106.8172252 -6.4002335, 106.8171501 -6.4005554, 106.8171823 -6.400609, 106.817354 -6.4006305, 106.8173862 -6.4006627, 106.8173862 -6.4007163, 106.8172574 -6.401639, 106.8172574 -6.4020681, 106.8172252 -6.4023793, 106.8170643 -6.4035273, 106.8170106 -6.4038062, 106.8169892 -6.4038599, 106.8168926 -6.4038813, 106.8162167 -6.4037526, 106.8162167 -6.4037526, 106.8160343 -6.4053404, 106.8160343 -6.4053404, 106.8146074 -6.4049649, 106.8144143 -6.4048898, 106.8137169 -6.4048684, 106.8136847 -6.4048362, 106.8136847 -6.4047289, 106.8136847 -6.4047289, 106.813674 -6.4046431, 106.8136847 -6.403935, 106.8137276 -6.4039028, 106.81391 -6.4038813, 106.81391 -6.4038813, 106.8138993 -6.4033878, 106.8136954 -6.4031625, 106.8136954 -6.4031625, 106.8137169 -6.3999331, 106.8137169 -6.3999331, 106.8134916 -6.3999331, 106.8133414 -6.3999116, 106.8133414 -6.3999116, 106.8133199 -6.3998687, 106.8132019 -6.3993645, 106.8132019 -6.3993645, 106.8132448 -6.399225, 106.8132341 -6.399107, 106.8132341 -6.399107, 106.8130946 -6.3991499, 106.8129981 -6.3991499, 106.8127089 -6.3990678, 106.8127089 -6.3990678)",2019-02-06T08:00:00,"08 dewi sartika, perlimaan, lajur baru",05 jln raya sawangan
0,2203,456,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8172467 -6.3997293, 106.8172467 -6.3997293, 106.8172252 -6.4002335, 106.8171501 -6.4005554, 106.8171823 -6.400609, 106.817354 -6.4006305, 106.8173862 -6.4006627, 106.8173862 -6.4007163, 106.8172574 -6.401639, 106.8172574 -6.4020681, 106.8172252 -6.4023793, 106.8170643 -6.4035273, 106.8170106 -6.4038062, 106.8169892 -6.4038599, 106.8168926 -6.4038813, 106.8162167 -6.4037526, 106.8162167 -6.4037526, 106.8160343 -6.4053404, 106.8160343 -6.4053404, 106.8146074 -6.4049649, 106.8144143 -6.4048898, 106.8137169 -6.4048684, 106.8136847 -6.4048362, 106.8136847 -6.4047289, 106.8136847 -6.4047289, 106.813674 -6.4046431, 106.8136847 -6.403935, 106.8137276 -6.4039028, 106.81391 -6.4038813, 106.81391 -6.4038813, 106.8138993 -6.4033878, 106.8136954 -6.4031625, 106.8136954 -6.4031625, 106.8137169 -6.3999331, 106.8137169 -6.3999331, 106.8134916 -6.3999331, 106.8133414 -6.3999116, 106.8133414 -6.3999116, 106.8133199 -6.3998687, 106.8132019 -6.3993645, 106.8132019 -6.3993645, 106.8132448 -6.399225, 106.8132341 -6.399107, 106.8132341 -6.399107, 106.8130946 -6.3991499, 106.8129981 -6.3991499, 106.8127089 -6.3990678, 106.8127089 -6.3990678)",2019-02-06T09:00:00,"08 dewi sartika, perlimaan, lajur baru",05 jln raya sawangan
0,2203,478,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8172467 -6.3997293, 106.8172467 -6.3997293, 106.8172252 -6.4002335, 106.8171501 -6.4005554, 106.8171823 -6.400609, 106.817354 -6.4006305, 106.8173862 -6.4006627, 106.8173862 -6.4007163, 106.8172574 -6.401639, 106.8172574 -6.4020681, 106.8172252 -6.4023793, 106.8170643 -6.4035273, 106.8170106 -6.4038062, 106.8169892 -6.4038599, 106.8168926 -6.4038813, 106.8162167 -6.4037526, 106.8162167 -6.4037526, 106.8160343 -6.4053404, 106.8160343 -6.4053404, 106.8146074 -6.4049649, 106.8144143 -6.4048898, 106.8137169 -6.4048684, 106.8136847 -6.4048362, 106.8136847 -6.4047289, 106.8136847 -6.4047289, 106.813674 -6.4046431, 106.8136847 -6.403935, 106.8137276 -6.4039028, 106.81391 -6.4038813, 106.81391 -6.4038813, 106.8138993 -6.4033878, 106.8136954 -6.4031625, 106.8136954 -6.4031625, 106.8137169 -6.3999331, 106.8137169 -6.3999331, 106.8134916 -6.3999331, 106.8133414 -6.3999116, 106.8133414 -6.3999116, 106.8133199 -6.3998687, 106.8132019 -6.3993645, 106.8132019 -6.3993645, 106.8132448 -6.399225, 106.8132341 -6.399107, 106.8132341 -6.399107, 106.8130946 -6.3991499, 106.8129981 -6.3991499, 106.8127089 -6.3990678, 106.8127089 -6.3990678)",2019-02-06T17:00:00,"08 dewi sartika, perlimaan, lajur baru",05 jln raya sawangan
0,2203,474,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8172467 -6.3997293, 106.8172467 -6.3997293, 106.8172252 -6.4002335, 106.8171501 -6.4005554, 106.8171823 -6.400609, 106.817354 -6.4006305, 106.8173862 -6.4006627, 106.8173862 -6.4007163, 106.8172574 -6.401639, 106.8172574 -6.4020681, 106.8172252 -6.4023793, 106.8170643 -6.4035273, 106.8170106 -6.4038062, 106.8169892 -6.4038599, 106.8168926 -6.4038813, 106.8162167 -6.4037526, 106.8162167 -6.4037526, 106.8160343 -6.4053404, 106.8160343 -6.4053404, 106.8146074 -6.4049649, 106.8144143 -6.4048898, 106.8137169 -6.4048684, 106.8136847 -6.4048362, 106.8136847 -6.4047289, 106.8136847 -6.4047289, 106.813674 -6.4046431, 106.8136847 -6.403935, 106.8137276 -6.4039028, 106.81391 -6.4038813, 106.81391 -6.4038813, 106.8138993 -6.4033878, 106.8136954 -6.4031625, 106.8136954 -6.4031625, 106.8137169 -6.3999331, 106.8137169 -6.3999331, 106.8134916 -6.3999331, 106.8133414 -6.3999116, 106.8133414 -6.3999116, 106.8133199 -6.3998687, 106.8132019 -6.3993645, 106.8132019 -6.3993645, 106.8132448 -6.399225, 106.8132341 -6.399107, 106.8132341 -6.399107, 106.8130946 -6.3991499, 106.8129981 -6.3991499, 106.8127089 -6.3990678, 106.8127089 -6.3990678)",2019-02-06T18:00:00,"08 dewi sartika, perlimaan, lajur baru",05 jln raya sawangan
0,2203,470,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8172467 -6.3997293, 106.8172467 -6.3997293, 106.8172252 -6.4002335, 106.8171501 -6.4005554, 106.8171823 -6.400609, 106.817354 -6.4006305, 106.8173862 -6.4006627, 106.8173862 -6.4007163, 106.8172574 -6.401639, 106.8172574 -6.4020681, 106.8172252 -6.4023793, 106.8170643 -6.4035273, 106.8170106 -6.4038062, 106.8169892 -6.4038599, 106.8168926 -6.4038813, 106.8162167 -6.4037526, 106.8162167 -6.4037526, 106.8160343 -6.4053404, 106.8160343 -6.4053404, 106.8146074 -6.4049649, 106.8144143 -6.4048898, 106.8137169 -6.4048684, 106.8136847 -6.4048362, 106.8136847 -6.4047289, 106.8136847 -6.4047289, 106.813674 -6.4046431, 106.8136847 -6.403935, 106.8137276 -6.4039028, 106.81391 -6.4038813, 106.81391 -6.4038813, 106.8138993 -6.4033878, 106.8136954 -6.4031625, 106.8136954 -6.4031625, 106.8137169 -6.3999331, 106.8137169 -6.3999331, 106.8134916 -6.3999331, 106.8133414 -6.3999116, 106.8133414 -6.3999116, 106.8133199 -6.3998687, 106.8132019 -6.3993645, 106.8132019 -6.3993645, 106.8132448 -6.399225, 106.8132341 -6.399107, 106.8132341 -6.399107, 106.8130946 -6.3991499, 106.8129981 -6.3991499, 106.8127089 -6.3990678, 106.8127089 -6.3990678)",2019-02-06T19:00:00,"08 dewi sartika, perlimaan, lajur baru",05 jln raya sawangan
0,3002,515,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8168604 -6.3997185, 106.8168604 -6.3997185, 106.8170857 -6.3992679, 106.8173218 -6.398946, 106.8175256 -6.3986242, 106.8176436 -6.3979053, 106.8178797 -6.3972831, 106.8180513 -6.3967788, 106.8180728 -6.3966715, 106.818105 -6.3962317, 106.8181908 -6.3959205, 106.8182874 -6.3951051, 106.8182766 -6.3948262, 106.8182766 -6.3948262, 106.8175256 -6.3948154, 106.8173647 -6.394794, 106.8173325 -6.3947511, 106.8173325 -6.3939142, 106.8172681 -6.3933992, 106.8172681 -6.3932598, 106.8173003 -6.3931203, 106.8173862 -6.3923156, 106.8174613 -6.3920689, 106.8174613 -6.3920689, 106.8175471 -6.3916612, 106.8176436 -6.3909316, 106.8176436 -6.3907278, 106.8174613 -6.3899553, 106.8171179 -6.389612, 106.8170965 -6.3895476, 106.817075 -6.3888395, 106.817075 -6.3888395, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8138349 -6.3972402)",2019-02-06T07:00:00,"08 dewi sartika, perlimaan, lajur baru",06 rumah (sarikaya)
0,3018,532,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.81656 -6.3997078, 106.81656 -6.3997078, 106.8165493 -6.3993323, 106.8165708 -6.3992894, 106.8170857 -6.3992679, 106.8170857 -6.3992679, 106.8173218 -6.398946, 106.8175256 -6.3986242, 106.8176436 -6.3979053, 106.8178797 -6.3972831, 106.8180513 -6.3967788, 106.8180728 -6.3966715, 106.818105 -6.3962317, 106.8181908 -6.3959205, 106.8182874 -6.3951051, 106.8182766 -6.3948262, 106.8182766 -6.3948262, 106.8175256 -6.3948154, 106.8173647 -6.394794, 106.8173325 -6.3947511, 106.8173325 -6.3939142, 106.8172681 -6.3933992, 106.8172681 -6.3932598, 106.8173003 -6.3931203, 106.8173862 -6.3923156, 106.8174613 -6.3920689, 106.8174613 -6.3920689, 106.8175471 -6.3916612, 106.8176436 -6.3909316, 106.8176436 -6.3907278, 106.8174613 -6.3899553, 106.8171179 -6.389612, 106.8170965 -6.3895476, 106.817075 -6.3888395, 106.817075 -6.3888395, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8138349 -6.3972402)",2019-02-06T08:00:00,"08 dewi sartika, perlimaan, lajur baru",06 rumah (sarikaya)
0,3018,542,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.81656 -6.3997078, 106.81656 -6.3997078, 106.8165493 -6.3993323, 106.8165708 -6.3992894, 106.8170857 -6.3992679, 106.8170857 -6.3992679, 106.8173218 -6.398946, 106.8175256 -6.3986242, 106.8176436 -6.3979053, 106.8178797 -6.3972831, 106.8180513 -6.3967788, 106.8180728 -6.3966715, 106.818105 -6.3962317, 106.8181908 -6.3959205, 106.8182874 -6.3951051, 106.8182766 -6.3948262, 106.8182766 -6.3948262, 106.8175256 -6.3948154, 106.8173647 -6.394794, 106.8173325 -6.3947511, 106.8173325 -6.3939142, 106.8172681 -6.3933992, 106.8172681 -6.3932598, 106.8173003 -6.3931203, 106.8173862 -6.3923156, 106.8174613 -6.3920689, 106.8174613 -6.3920689, 106.8175471 -6.3916612, 106.8176436 -6.3909316, 106.8176436 -6.3907278, 106.8174613 -6.3899553, 106.8171179 -6.389612, 106.8170965 -6.3895476, 106.817075 -6.3888395, 106.817075 -6.3888395, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8138349 -6.3972402)",2019-02-06T09:00:00,"08 dewi sartika, perlimaan, lajur baru",06 rumah (sarikaya)
0,3018,571,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.81656 -6.3997078, 106.81656 -6.3997078, 106.8165493 -6.3993323, 106.8165708 -6.3992894, 106.8170857 -6.3992679, 106.8170857 -6.3992679, 106.8173218 -6.398946, 106.8175256 -6.3986242, 106.8176436 -6.3979053, 106.8178797 -6.3972831, 106.8180513 -6.3967788, 106.8180728 -6.3966715, 106.818105 -6.3962317, 106.8181908 -6.3959205, 106.8182874 -6.3951051, 106.8182766 -6.3948262, 106.8182766 -6.3948262, 106.8175256 -6.3948154, 106.8173647 -6.394794, 106.8173325 -6.3947511, 106.8173325 -6.3939142, 106.8172681 -6.3933992, 106.8172681 -6.3932598, 106.8173003 -6.3931203, 106.8173862 -6.3923156, 106.8174613 -6.3920689, 106.8174613 -6.3920689, 106.8175471 -6.3916612, 106.8176436 -6.3909316, 106.8176436 -6.3907278, 106.8174613 -6.3899553, 106.8171179 -6.389612, 106.8170965 -6.3895476, 106.817075 -6.3888395, 106.817075 -6.3888395, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8138349 -6.3972402)",2019-02-06T17:00:00,"08 dewi sartika, perlimaan, lajur baru",06 rumah (sarikaya)
0,3018,564,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.81656 -6.3997078, 106.81656 -6.3997078, 106.8165493 -6.3993323, 106.8165708 -6.3992894, 106.8170857 -6.3992679, 106.8170857 -6.3992679, 106.8173218 -6.398946, 106.8175256 -6.3986242, 106.8176436 -6.3979053, 106.8178797 -6.3972831, 106.8180513 -6.3967788, 106.8180728 -6.3966715, 106.818105 -6.3962317, 106.8181908 -6.3959205, 106.8182874 -6.3951051, 106.8182766 -6.3948262, 106.8182766 -6.3948262, 106.8175256 -6.3948154, 106.8173647 -6.394794, 106.8173325 -6.3947511, 106.8173325 -6.3939142, 106.8172681 -6.3933992, 106.8172681 -6.3932598, 106.8173003 -6.3931203, 106.8173862 -6.3923156, 106.8174613 -6.3920689, 106.8174613 -6.3920689, 106.8175471 -6.3916612, 106.8176436 -6.3909316, 106.8176436 -6.3907278, 106.8174613 -6.3899553, 106.8171179 -6.389612, 106.8170965 -6.3895476, 106.817075 -6.3888395, 106.817075 -6.3888395, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8138349 -6.3972402)",2019-02-06T18:00:00,"08 dewi sartika, perlimaan, lajur baru",06 rumah (sarikaya)
0,3018,558,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.81656 -6.3997078, 106.81656 -6.3997078, 106.8165493 -6.3993323, 106.8165708 -6.3992894, 106.8170857 -6.3992679, 106.8170857 -6.3992679, 106.8173218 -6.398946, 106.8175256 -6.3986242, 106.8176436 -6.3979053, 106.8178797 -6.3972831, 106.8180513 -6.3967788, 106.8180728 -6.3966715, 106.818105 -6.3962317, 106.8181908 -6.3959205, 106.8182874 -6.3951051, 106.8182766 -6.3948262, 106.8182766 -6.3948262, 106.8175256 -6.3948154, 106.8173647 -6.394794, 106.8173325 -6.3947511, 106.8173325 -6.3939142, 106.8172681 -6.3933992, 106.8172681 -6.3932598, 106.8173003 -6.3931203, 106.8173862 -6.3923156, 106.8174613 -6.3920689, 106.8174613 -6.3920689, 106.8175471 -6.3916612, 106.8176436 -6.3909316, 106.8176436 -6.3907278, 106.8174613 -6.3899553, 106.8171179 -6.389612, 106.8170965 -6.3895476, 106.817075 -6.3888395, 106.817075 -6.3888395, 106.8166566 -6.3888717, 106.8156803 -6.3888824, 106.81494 -6.388818, 106.8146074 -6.3888073, 106.8142748 -6.388818, 106.8142748 -6.388818, 106.8142748 -6.3892901, 106.8143177 -6.3897085, 106.8143499 -6.3898587, 106.8144679 -6.3909745, 106.8145537 -6.3915646, 106.8146074 -6.392144, 106.8146932 -6.3926697, 106.8147147 -6.3929915, 106.8147039 -6.3931847, 106.8145537 -6.3940322, 106.8145537 -6.3940322, 106.8143606 -6.3948262, 106.8142211 -6.3956201, 106.8141568 -6.3958561, 106.8138993 -6.3970256, 106.8138349 -6.3972402, 106.8138349 -6.3972402)",2019-02-06T19:00:00,"08 dewi sartika, perlimaan, lajur baru",06 rumah (sarikaya)
0,10,1,"LINESTRING (106.8136024 -6.3990719, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T07:00:00,"08 dewi sartika, perlimaan, lajur baru","07 dewi sartika, perlimaan, lajur lama"
0,10,1,"LINESTRING (106.8136024 -6.3990719, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T08:00:00,"08 dewi sartika, perlimaan, lajur baru","07 dewi sartika, perlimaan, lajur lama"
0,10,1,"LINESTRING (106.8136024 -6.3990719, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T09:00:00,"08 dewi sartika, perlimaan, lajur baru","07 dewi sartika, perlimaan, lajur lama"
0,10,1,"LINESTRING (106.8136024 -6.3990719, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T17:00:00,"08 dewi sartika, perlimaan, lajur baru","07 dewi sartika, perlimaan, lajur lama"
0,10,1,"LINESTRING (106.8136024 -6.3990719, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T18:00:00,"08 dewi sartika, perlimaan, lajur baru","07 dewi sartika, perlimaan, lajur lama"
0,10,1,"LINESTRING (106.8136024 -6.3990719, 106.8136186 -6.3990784, 106.8136186 -6.3990784)",2019-02-06T19:00:00,"08 dewi sartika, perlimaan, lajur baru","07 dewi sartika, perlimaan, lajur lama"
0,637,126,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8177938 -6.3997507, 106.8180835 -6.39974, 106.8185878 -6.3997507, 106.8187594 -6.3998151, 106.8189847 -6.3999975, 106.8189847 -6.3999975, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T07:00:00,"08 dewi sartika, perlimaan, lajur baru","09 jln kartini - dewi sartika, arah margonda"
0,637,139,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8177938 -6.3997507, 106.8180835 -6.39974, 106.8185878 -6.3997507, 106.8187594 -6.3998151, 106.8189847 -6.3999975, 106.8189847 -6.3999975, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T08:00:00,"08 dewi sartika, perlimaan, lajur baru","09 jln kartini - dewi sartika, arah margonda"
0,637,146,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8177938 -6.3997507, 106.8180835 -6.39974, 106.8185878 -6.3997507, 106.8187594 -6.3998151, 106.8189847 -6.3999975, 106.8189847 -6.3999975, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T09:00:00,"08 dewi sartika, perlimaan, lajur baru","09 jln kartini - dewi sartika, arah margonda"
0,637,169,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8177938 -6.3997507, 106.8180835 -6.39974, 106.8185878 -6.3997507, 106.8187594 -6.3998151, 106.8189847 -6.3999975, 106.8189847 -6.3999975, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T17:00:00,"08 dewi sartika, perlimaan, lajur baru","09 jln kartini - dewi sartika, arah margonda"
0,637,161,"LINESTRING (106.8136024 -6.3990719, 106.814425 -6.3993537, 106.8149829 -6.3994932, 106.8157017 -6.3996434, 106.8164849 -6.3997078, 106.8177938 -6.3997507, 106.8180835 -6.39974, 106.8185878 -6.3997507, 106.8187594 -6.3998151, 106.8189847 -6.3999975, 106.8189847 -6.3999975, 106.8190407 -6.3999268, 106.8190407 -6.3999268)",2019-02-06T18:00:00,"08 dewi sartika, perlimaan, lajur baru","09 jln kartini - dewi sartika, arah margonda"
